Beneficiary ID,Age,Gender,State,District,Program Category,Enrollment Date,Program Completion Status,Attendance Percentage,Training Hours,Funds Allocated,Funds Utilized,Volunteer Count,Satisfaction Score,Employment Obtained After Training (Yes/No),Monthly Donation Amount,Donor Type,Event Participation Count
BEN-02730,23,Male,Uttar Pradesh,Varanasi,Health Awareness,2022-12-12,Completed,64.83,11,1800.0,1661.43,6,3.0,No,0.0,None,0
BEN-02731,40,Male,Maharashtra,Pune,Education,2023-12-05,Completed,86.98,81,5400.0,4743.27,3,4.0,No,0.0,None,0
BEN-02732,44,Female,Maharashtra,Pune,Education,2025-11-19,Ongoing,70.02,89,7200.0,5144.57,6,,No,0.0,None,3
BEN-02733,33,Female,Karnataka,Mysore,Health Awareness,2024-09-14,Completed,60.79,9,2200.0,1912.55,7,4.0,No,0.0,None,3
BEN-02734,19,Male,Maharashtra,Nagpur,Women Empowerment,2025-11-02,Ongoing,94.05,113,19600.0,15738.0,2,,No,17000.0,Corporate,3
BEN-02735,47,Male,Maharashtra,Nagpur,Skill Development,2025-01-24,Completed,84.63,192,22000.0,16404.77,10,5.0,No,0.0,None,5
BEN-02736,22,Male,West Bengal,Kolkata,Skill Development,2025-01-27,Dropped Out,55.43,193,24300.0,23084.29,6,3.0,No,0.0,None,3
BEN-02737,24,Female,Uttar Pradesh,Kanpur,Skill Development,2024-07-27,Completed,91.98,196,21400.0,16948.39,2,5.0,Yes,0.0,None,1
BEN-02738,31,Male,Maharashtra,Pune,Skill Development,2022-04-14,Completed,63.35,228,22000.0,19064.47,10,4.0,No,20000.0,Corporate,1
BEN-02739,43,Female,Karnataka,Bangalore,Skill Development,2024-04-10,Completed,82.46,213,21100.0,17323.29,8,5.0,No,22600.0,Corporate,1
BEN-02740,36,Female,Uttar Pradesh,Lucknow,Skill Development,2022-12-25,Completed,92.78,219,27100.0,27319.58,3,4.0,No,0.0,None,0
BEN-02741,32,Male,Delhi,New Delhi,Skill Development,2025-12-29,Ongoing,68.89,200,19800.0,17616.74,3,,No,0.0,None,4
BEN-02742,32,Non-binary,Uttar Pradesh,Kanpur,Women Empowerment,2023-01-23,Completed,89.54,103,17000.0,17033.67,5,4.0,No,17000.0,Government,4
BEN-02743,28,Female,Karnataka,Bangalore,Health Awareness,2022-11-08,Completed,82.57,9,1900.0,1660.32,1,,No,0.0,None,2
BEN-02744,33,Female,Uttar Pradesh,Lucknow,Skill Development,2024-09-11,Dropped Out,40.52,169,18500.0,17660.21,2,1.0,No,0.0,None,1
BEN-02745,15,Male,Uttar Pradesh,Noida,Skill Development,2024-03-28,Completed,87.64,207,24700.0,22601.32,5,4.0,Yes,24700.0,Government,1
BEN-02746,25,Male,Maharashtra,Pune,Skill Development,2021-04-01,Completed,89.56,200,20400.0,16858.27,10,5.0,Yes,20400.0,Government,4
BEN-02747,30,Male,Uttar Pradesh,Kanpur,Skill Development,2022-03-12,Completed,75.06,195,16200.0,12430.35,10,4.0,No,0.0,None,5
BEN-02748,16,Male,Uttar Pradesh,Lucknow,Skill Development,2025-05-19,Dropped Out,68.62,192,27600.0,27145.88,7,,No,0.0,None,4
BEN-02749,31,Female,Maharashtra,Pune,Digital Literacy,2024-02-14,Completed,83.31,72,9100.0,7537.49,8,4.0,No,9600.0,CSR,2
BEN-02750,25,Non-binary,Maharashtra,Mumbai,Women Empowerment,2022-04-24,Completed,60.22,110,20400.0,16470.96,7,4.0,No,20400.0,Government,3
BEN-02751,45,Male,Maharashtra,Nagpur,Digital Literacy,2024-01-16,Completed,100.0,65,10700.0,9269.43,4,4.0,Yes,0.0,None,3
BEN-02752,43,Male,Maharashtra,Mumbai,Health Awareness,2022-12-26,Completed,79.81,12,3400.0,3589.1,3,4.0,No,3200.0,CSR,2
BEN-02753,23,Male,Maharashtra,Nagpur,Digital Literacy,2022-10-24,Completed,66.38,59,6600.0,5848.22,1,4.0,No,0.0,None,2
BEN-02754,26,Male,Delhi,South Delhi,Women Empowerment,2025-11-12,Ongoing,82.81,134,12900.0,11859.38,10,,No,1600.0,Individual,5
BEN-02755,27,Female,Uttar Pradesh,Noida,Digital Literacy,2023-07-24,Completed,78.71,68,6200.0,5710.17,9,3.0,No,0.0,None,2
BEN-02756,23,Female,Uttar Pradesh,Varanasi,Education,2021-07-04,Completed,67.44,78,6000.0,5175.37,4,4.0,No,0.0,None,3
BEN-02757,29,Male,Karnataka,Bangalore,Education,2025-11-26,Ongoing,64.21,86,6000.0,4809.77,4,,No,0.0,None,5
BEN-02758,20,Female,Karnataka,Mysore,Women Empowerment,2025-04-28,Completed,71.27,124,16300.0,12997.72,10,4.0,No,1000.0,Individual,2
BEN-02759,16,Female,Uttar Pradesh,Varanasi,Digital Literacy,2022-12-28,Completed,62.68,60,7800.0,6292.39,6,3.0,No,8600.0,Corporate,3
BEN-02760,34,Male,Maharashtra,Mumbai,Skill Development,2023-10-14,Completed,100.0,204,27200.0,23424.23,9,5.0,Yes,27200.0,Government,2
BEN-02761,34,Male,Maharashtra,Pune,Education,2025-07-21,Completed,95.02,74,8400.0,7564.31,3,4.0,No,0.0,None,3
BEN-02762,19,Female,Maharashtra,Nagpur,Skill Development,2023-07-16,Completed,79.96,193,19100.0,16130.81,1,,No,15700.0,Corporate,3
BEN-02763,36,Male,Delhi,New Delhi,Women Empowerment,2024-06-21,Completed,64.77,113,21200.0,16455.7,6,4.0,No,21200.0,Government,6
BEN-02764,21,Male,Uttar Pradesh,Lucknow,Skill Development,2024-05-04,Completed,77.23,218,30000.0,27958.6,8,4.0,No,0.0,None,0
BEN-02765,30,Female,Delhi,South Delhi,Health Awareness,2023-10-01,Completed,77.36,11,3500.0,2995.0,5,4.0,No,0.0,None,3
BEN-02766,36,Male,Uttar Pradesh,Varanasi,Digital Literacy,2024-10-03,Completed,79.06,52,10500.0,9408.02,5,3.0,No,13500.0,CSR,3
BEN-02767,27,Female,Maharashtra,Nagpur,Digital Literacy,2024-01-29,Dropped Out,59.86,55,10400.0,10694.5,1,2.0,No,2000.0,Individual,3
BEN-02768,32,Female,Karnataka,Bangalore,Skill Development,2021-04-01,Completed,78.89,136,28700.0,28837.85,7,4.0,No,0.0,None,3
BEN-02769,22,Female,Maharashtra,Pune,Skill Development,2025-05-23,Completed,67.05,190,15100.0,12647.57,8,4.0,No,15100.0,Government,4
BEN-02770,26,Female,Uttar Pradesh,Lucknow,Skill Development,2022-01-26,Completed,89.04,200,19500.0,18611.76,10,5.0,Yes,0.0,None,2
BEN-02771,25,Female,West Bengal,Kolkata,Skill Development,2024-01-14,Completed,62.95,197,27300.0,23361.31,2,3.0,No,0.0,None,1
BEN-02772,20,Male,Karnataka,Bangalore,Education,2024-07-10,Completed,84.25,95,8900.0,7894.6,7,5.0,No,0.0,None,5
BEN-02773,26,Male,Karnataka,Bangalore,Health Awareness,2025-01-02,Completed,67.9,12,2300.0,2276.48,1,4.0,No,2300.0,Government,1
BEN-02774,15,Male,Maharashtra,Pune,Skill Development,2023-10-17,Dropped Out,60.85,210,21100.0,20792.22,1,1.0,No,1600.0,Individual,3
BEN-02775,23,Male,Uttar Pradesh,Lucknow,Digital Literacy,2025-02-10,Completed,74.1,50,9500.0,8762.21,6,3.0,No,8600.0,Corporate,1
BEN-02776,25,Female,West Bengal,Kolkata,Digital Literacy,2022-03-17,Completed,77.25,57,9900.0,9170.27,8,4.0,No,9900.0,Government,3
BEN-02777,25,Female,Maharashtra,Nagpur,Education,2024-10-23,Completed,82.21,76,7400.0,6912.78,5,4.0,No,6900.0,Corporate,3
BEN-02778,25,Male,Karnataka,Bangalore,Digital Literacy,2025-06-07,Completed,92.19,55,9100.0,7327.13,8,4.0,Yes,0.0,None,2
BEN-02779,27,Female,Uttar Pradesh,Kanpur,Health Awareness,2025-08-23,Completed,77.75,11,3000.0,2762.96,10,3.0,No,0.0,None,4
BEN-02780,32,Female,Uttar Pradesh,Lucknow,Skill Development,2024-07-09,Completed,62.98,163,17200.0,15052.53,10,3.0,No,0.0,None,4
BEN-02781,36,Male,West Bengal,Kolkata,Skill Development,2023-04-24,Completed,82.01,174,21000.0,18550.03,6,5.0,Yes,0.0,None,1
BEN-02782,21,Female,Maharashtra,Nagpur,Skill Development,2022-06-06,Completed,79.73,217,18400.0,14958.35,10,3.0,No,22700.0,CSR,2
BEN-02783,15,Male,Uttar Pradesh,Varanasi,Skill Development,2023-06-24,Completed,65.06,197,26200.0,23887.83,3,,No,0.0,None,6
BEN-02784,17,Female,Uttar Pradesh,Lucknow,Women Empowerment,2024-05-11,Completed,60.13,113,18200.0,16093.24,3,4.0,No,18200.0,Government,1
BEN-02785,23,Female,Maharashtra,Pune,Education,2022-08-24,Completed,77.86,79,7600.0,7226.06,7,4.0,No,0.0,None,4
BEN-02786,24,Female,Uttar Pradesh,Noida,Women Empowerment,2025-11-06,Ongoing,62.63,134,22200.0,15968.87,5,,No,22100.0,Corporate,3
BEN-02787,20,Male,Maharashtra,Pune,Skill Development,2025-09-01,Completed,85.73,200,26400.0,24169.19,2,5.0,No,25100.0,CSR,2
BEN-02788,15,Female,Maharashtra,Mumbai,Education,2021-05-16,Dropped Out,59.38,84,8600.0,7248.2,9,,No,0.0,None,3
BEN-02789,23,Female,Karnataka,Bangalore,Women Empowerment,2024-06-13,Completed,96.68,109,18000.0,17070.56,6,5.0,No,18000.0,Government,0
BEN-02790,29,Male,Maharashtra,Pune,Women Empowerment,2025-04-21,Completed,91.45,112,22300.0,19544.28,5,5.0,No,22000.0,Corporate,2
BEN-02791,33,Male,West Bengal,Kolkata,Skill Development,2022-12-09,Completed,86.9,207,19700.0,15425.03,4,5.0,Yes,0.0,None,3
BEN-02792,22,Female,Uttar Pradesh,Lucknow,Education,2024-04-17,Completed,73.48,95,5900.0,5431.2,5,,No,0.0,None,4
BEN-02793,23,Female,Maharashtra,Mumbai,Digital Literacy,2023-10-09,Completed,61.13,68,10600.0,9616.28,4,4.0,No,0.0,None,4
BEN-02794,18,Male,Uttar Pradesh,Varanasi,Women Empowerment,2022-08-24,Completed,71.01,126,21100.0,17950.13,2,4.0,No,0.0,None,3
BEN-02795,27,Male,Delhi,South Delhi,Education,2024-08-29,Completed,83.77,81,6000.0,5182.19,10,4.0,No,7200.0,CSR,2
BEN-02796,19,Non-binary,West Bengal,Howrah,Skill Development,2025-12-23,Ongoing,62.62,228,21700.0,17200.36,10,,No,1100.0,Individual,4
BEN-02797,33,Female,Karnataka,Bangalore,Skill Development,2023-07-30,Completed,93.2,215,23400.0,22065.92,5,5.0,Yes,23400.0,Government,3
BEN-02798,15,Male,Maharashtra,Pune,Education,2024-05-30,Completed,78.81,61,6900.0,5536.3,5,4.0,No,0.0,None,1
BEN-02799,24,Female,Maharashtra,Mumbai,Women Empowerment,2023-05-22,Completed,83.41,107,19500.0,18422.89,7,4.0,No,0.0,None,2
BEN-02800,31,Female,Karnataka,Bangalore,Health Awareness,2025-08-08,Completed,74.31,12,1800.0,1638.19,3,4.0,No,0.0,None,3
BEN-02801,29,Female,West Bengal,Kolkata,Health Awareness,2025-07-24,Completed,63.97,9,3400.0,2438.02,9,4.0,No,3300.0,CSR,1
BEN-02802,54,Female,West Bengal,Kolkata,Education,2022-07-14,Completed,93.89,72,5000.0,4405.44,4,5.0,No,1000.0,Individual,1
BEN-02803,31,Female,Maharashtra,Nagpur,Digital Literacy,2025-09-05,Completed,82.47,55,10900.0,9582.72,2,4.0,Yes,10700.0,CSR,1
BEN-02804,17,Female,West Bengal,Kolkata,Skill Development,2022-05-08,Completed,54.79,194,27500.0,18460.39,1,4.0,No,29500.0,Corporate,1
BEN-02805,27,Male,Uttar Pradesh,Kanpur,Digital Literacy,2021-12-07,Dropped Out,59.89,58,8000.0,6683.24,3,2.0,No,0.0,None,3
BEN-02806,15,Female,Uttar Pradesh,Varanasi,Education,2024-10-22,Completed,78.04,77,7100.0,6266.51,1,4.0,No,0.0,None,3
BEN-02807,27,Male,Uttar Pradesh,Noida,Skill Development,2023-09-04,Completed,88.28,216,25300.0,18291.71,9,5.0,Yes,0.0,None,2
BEN-02808,19,Female,Uttar Pradesh,Noida,Women Empowerment,2024-04-27,Completed,79.88,116,17200.0,14166.45,7,4.0,No,18000.0,CSR,1
BEN-02809,37,Female,Karnataka,Mysore,Education,2024-10-21,Completed,89.01,76,8900.0,7365.01,10,4.0,No,0.0,None,1
BEN-02810,22,Female,Karnataka,Mysore,Health Awareness,2021-07-26,Completed,64.46,10,2600.0,2442.67,1,3.0,No,0.0,None,3
BEN-02811,26,Female,Karnataka,Bangalore,Women Empowerment,2023-03-16,Completed,96.45,132,16200.0,14623.33,5,5.0,No,16200.0,Government,6
BEN-02812,21,Female,Delhi,New Delhi,Education,2024-01-09,Completed,87.02,74,5100.0,4413.3,5,4.0,No,0.0,None,1
BEN-02813,45,Female,Maharashtra,Mumbai,Women Empowerment,2023-01-22,Completed,71.37,106,22200.0,15384.3,3,3.0,No,0.0,None,3
BEN-02814,24,Female,Delhi,New Delhi,Skill Development,2021-07-12,Completed,82.86,204,28800.0,26975.67,10,4.0,Yes,28800.0,Government,3
BEN-02815,46,Female,Maharashtra,Mumbai,Education,2021-11-11,Completed,77.01,73,5800.0,5743.72,3,4.0,No,2000.0,Individual,2
BEN-02816,36,Male,Karnataka,Mysore,Digital Literacy,2025-05-07,Completed,79.96,56,11700.0,11209.56,2,3.0,No,0.0,None,1
BEN-02817,32,Male,Delhi,South Delhi,Digital Literacy,2025-09-18,Completed,81.61,61,8000.0,7499.44,4,5.0,Yes,0.0,None,2
BEN-02818,31,Female,Delhi,South Delhi,Skill Development,2022-05-10,Completed,60.72,193,24400.0,24150.6,6,4.0,No,1700.0,Individual,3
BEN-02819,31,Female,Maharashtra,Pune,Skill Development,2022-12-18,Completed,73.18,246,24000.0,22522.53,9,4.0,No,24000.0,Government,3
BEN-02820,15,Female,Karnataka,Bangalore,Skill Development,2024-10-21,Completed,60.15,198,24100.0,23660.64,4,4.0,No,0.0,None,3
BEN-02821,25,Male,Uttar Pradesh,Noida,Health Awareness,2025-11-08,Ongoing,68.88,12,3200.0,2822.95,8,,No,0.0,None,4
BEN-02822,36,Female,Maharashtra,Pune,Digital Literacy,2023-03-29,Completed,67.91,48,11900.0,9971.13,9,,No,0.0,None,2
BEN-02823,27,Female,Karnataka,Bangalore,Skill Development,2025-07-12,Completed,65.34,182,18100.0,16027.08,10,3.0,No,22400.0,CSR,2
BEN-02824,15,Female,Maharashtra,Mumbai,Health Awareness,2024-03-20,Completed,74.01,10,2300.0,2065.58,5,4.0,No,2700.0,CSR,2
BEN-02825,27,Male,Karnataka,Mysore,Skill Development,2025-11-10,Ongoing,82.38,180,23000.0,19775.59,4,,No,0.0,None,1
BEN-02826,45,Male,Uttar Pradesh,Lucknow,Skill Development,2022-03-30,Dropped Out,52.32,208,17800.0,15878.35,6,1.0,No,17800.0,Government,2
BEN-02827,40,Male,Maharashtra,Nagpur,Digital Literacy,2025-11-30,Ongoing,82.84,66,6700.0,6189.82,4,,No,0.0,None,3
BEN-02828,27,Female,Karnataka,Mysore,Skill Development,2023-12-07,Completed,76.78,206,23500.0,18582.04,1,4.0,No,0.0,None,1
BEN-02829,37,Male,Maharashtra,Mumbai,Skill Development,2025-11-06,Ongoing,72.84,195,21800.0,18975.21,3,,No,21200.0,Corporate,1
BEN-02830,24,Male,Maharashtra,Nagpur,Women Empowerment,2024-01-05,Completed,70.1,112,23600.0,21960.76,7,,No,25600.0,Corporate,2
BEN-02831,15,Female,Uttar Pradesh,Noida,Skill Development,2024-04-26,Completed,78.34,222,16400.0,17194.02,1,3.0,No,0.0,None,1
BEN-02832,18,Male,Uttar Pradesh,Kanpur,Skill Development,2025-05-11,Completed,100.0,241,16600.0,14580.23,5,4.0,Yes,0.0,None,1
BEN-02833,43,Female,Delhi,South Delhi,Digital Literacy,2025-01-24,Completed,67.91,60,9300.0,8299.55,5,3.0,No,0.0,None,2
BEN-02834,25,Male,Uttar Pradesh,Lucknow,Women Empowerment,2024-09-05,Completed,70.13,131,12400.0,9912.51,1,4.0,No,0.0,None,3
BEN-02835,25,Male,Karnataka,Bangalore,Health Awareness,2023-10-28,Completed,61.33,12,2900.0,2570.77,10,4.0,No,0.0,None,0
BEN-02836,25,Female,Karnataka,Mysore,Skill Development,2025-04-25,Completed,86.36,215,22300.0,20997.7,9,4.0,Yes,0.0,None,3
BEN-02837,47,Male,Uttar Pradesh,Kanpur,Skill Development,2025-11-01,Completed,86.35,176,17800.0,14312.92,9,5.0,Yes,16100.0,Corporate,4
BEN-02838,44,Female,Delhi,New Delhi,Digital Literacy,2021-02-13,Completed,64.05,57,6400.0,6351.99,3,4.0,No,0.0,None,4
BEN-02839,50,Female,Delhi,New Delhi,Skill Development,2024-07-21,Completed,97.51,207,29400.0,24819.47,7,4.0,No,0.0,None,4
BEN-02840,26,Female,Uttar Pradesh,Kanpur,Education,2025-07-26,Completed,79.38,89,6400.0,5232.07,3,3.0,No,0.0,None,0
BEN-02841,30,Male,Uttar Pradesh,Lucknow,Skill Development,2024-10-22,Completed,67.47,183,18500.0,15699.58,8,4.0,No,0.0,None,3
BEN-02842,15,Female,Maharashtra,Nagpur,Skill Development,2025-05-06,Completed,79.14,159,24900.0,20498.22,2,3.0,No,0.0,None,4
BEN-02843,42,Female,Delhi,New Delhi,Education,2025-08-30,Completed,77.78,76,5300.0,4744.63,1,4.0,No,5300.0,Government,2
BEN-02844,16,Male,Delhi,South Delhi,Digital Literacy,2025-03-03,Completed,84.23,66,6300.0,5882.95,1,5.0,No,0.0,None,2
BEN-02845,30,Female,Maharashtra,Pune,Digital Literacy,2025-01-17,Dropped Out,55.27,50,9100.0,7464.79,1,3.0,No,0.0,None,4
BEN-02846,17,Female,Karnataka,Bangalore,Women Empowerment,2025-11-20,Ongoing,68.71,105,14200.0,12938.51,5,,No,0.0,None,5
BEN-02847,22,Female,Karnataka,Mysore,Health Awareness,2025-07-23,Completed,73.68,12,3200.0,3193.16,7,4.0,No,0.0,None,4
BEN-02848,19,Female,Delhi,South Delhi,Digital Literacy,2025-05-24,Completed,64.0,59,8500.0,8031.61,6,3.0,No,0.0,None,1
BEN-02849,21,Female,Karnataka,Mysore,Health Awareness,2021-11-10,Completed,79.68,12,1800.0,1840.71,4,3.0,No,1500.0,Corporate,0
BEN-02850,22,Female,Uttar Pradesh,Noida,Education,2022-11-26,Completed,70.22,70,5600.0,4933.2,10,3.0,No,4800.0,Corporate,1
BEN-02851,22,Non-binary,Karnataka,Mysore,Education,2024-06-06,Dropped Out,86.82,77,7700.0,6811.22,3,2.0,No,0.0,None,4
BEN-02852,36,Male,Delhi,New Delhi,Education,2025-01-07,Completed,100.0,89,7400.0,6777.2,7,4.0,No,7400.0,Government,7
BEN-02853,16,Female,Karnataka,Bangalore,Education,2023-04-05,Completed,75.26,70,5300.0,4599.22,4,3.0,No,0.0,None,2
BEN-02854,30,Female,Maharashtra,Nagpur,Skill Development,2021-12-01,Dropped Out,93.94,229,29300.0,27823.99,4,1.0,No,0.0,None,3
BEN-02855,40,Female,Uttar Pradesh,Lucknow,Skill Development,2023-04-20,Completed,84.33,178,28000.0,26506.28,5,,Yes,0.0,None,3
BEN-02856,22,Male,Maharashtra,Mumbai,Education,2025-03-29,Completed,88.77,86,5600.0,5652.37,2,4.0,No,0.0,None,6
BEN-02857,20,Female,Maharashtra,Pune,Education,2025-08-08,Completed,81.6,77,6000.0,5455.88,7,5.0,No,0.0,None,2
BEN-02858,25,Female,Delhi,New Delhi,Skill Development,2025-09-20,Dropped Out,52.89,177,21500.0,17096.74,1,2.0,No,1500.0,Individual,4
BEN-02859,39,Male,Maharashtra,Mumbai,Skill Development,2023-08-23,Completed,89.47,190,25600.0,21327.11,10,5.0,Yes,25600.0,Government,5
BEN-02860,29,Female,Karnataka,Bangalore,Health Awareness,2023-08-12,Completed,62.34,12,2400.0,2087.51,4,3.0,No,0.0,None,3
BEN-02861,22,Female,Delhi,South Delhi,Education,2023-10-10,Completed,98.1,79,8000.0,7062.84,3,5.0,No,0.0,None,0
BEN-02862,32,Male,Delhi,South Delhi,Health Awareness,2023-08-18,Completed,85.82,13,3400.0,2613.27,4,4.0,No,3400.0,Government,2
BEN-02863,16,Male,Uttar Pradesh,Kanpur,Digital Literacy,2024-11-09,Completed,93.38,68,9500.0,8774.39,4,5.0,Yes,10400.0,CSR,1
BEN-02864,34,Female,West Bengal,Howrah,Health Awareness,2023-07-17,Completed,79.87,10,2500.0,2122.44,8,3.0,No,0.0,None,1
BEN-02865,32,Male,Karnataka,Mysore,Health Awareness,2021-03-28,Dropped Out,59.56,10,2900.0,3061.76,4,1.0,No,0.0,None,5
BEN-02866,24,Female,Karnataka,Bangalore,Digital Literacy,2023-12-04,Completed,82.68,52,7700.0,7218.24,1,5.0,Yes,0.0,None,2
BEN-02867,19,Male,Uttar Pradesh,Noida,Education,2022-10-25,Completed,84.27,72,5000.0,4446.92,8,4.0,No,0.0,None,2
BEN-02868,19,Female,Maharashtra,Pune,Digital Literacy,2021-04-30,Completed,61.93,66,6900.0,5801.25,2,3.0,No,0.0,None,3
BEN-02869,33,Male,Uttar Pradesh,Lucknow,Health Awareness,2024-01-25,Completed,100.0,12,1600.0,1473.71,3,4.0,No,1900.0,CSR,1
BEN-02870,40,Male,Maharashtra,Pune,Health Awareness,2022-09-15,Completed,72.72,11,2300.0,1774.39,5,4.0,No,1100.0,Individual,4
BEN-02871,21,Male,Uttar Pradesh,Lucknow,Skill Development,2023-12-26,Completed,74.42,199,27100.0,24358.09,1,4.0,No,26000.0,CSR,3
BEN-02872,32,Male,Maharashtra,Nagpur,Skill Development,2023-02-14,Completed,81.95,228,22900.0,19693.77,5,5.0,Yes,0.0,None,0
BEN-02873,15,Female,Delhi,New Delhi,Women Empowerment,2024-08-13,Completed,64.94,142,23800.0,19471.58,2,4.0,No,1300.0,Individual,3
BEN-02874,22,Female,Maharashtra,Mumbai,Women Empowerment,2025-12-20,Ongoing,79.2,123,23400.0,18491.72,8,,No,0.0,None,3
BEN-02875,27,Female,Maharashtra,Nagpur,Health Awareness,2024-05-22,Completed,61.95,8,2400.0,1902.42,5,3.0,No,2400.0,Government,3
BEN-02876,18,Male,Karnataka,Mysore,Education,2024-10-13,Completed,67.66,82,7900.0,7060.94,5,4.0,No,7900.0,Government,4
BEN-02877,18,Male,Uttar Pradesh,Kanpur,Skill Development,2025-09-28,Completed,94.57,218,26100.0,22859.72,9,5.0,No,29900.0,CSR,2
BEN-02878,21,Female,Karnataka,Bangalore,Skill Development,2023-08-14,Completed,59.46,204,19300.0,18789.44,3,3.0,No,0.0,None,0
BEN-02879,30,Male,Uttar Pradesh,Varanasi,Skill Development,2022-06-14,Completed,86.59,214,28200.0,23247.41,6,4.0,Yes,28800.0,Corporate,4
BEN-02880,26,Male,Uttar Pradesh,Kanpur,Education,2023-02-24,Completed,73.39,82,7300.0,7080.64,3,3.0,No,7800.0,CSR,2
BEN-02881,15,Non-binary,Uttar Pradesh,Noida,Education,2023-10-04,Completed,61.49,70,8500.0,7646.41,10,4.0,No,8300.0,CSR,4
BEN-02882,15,Male,Karnataka,Bangalore,Skill Development,2024-10-11,Completed,78.24,182,25700.0,25187.61,7,4.0,No,0.0,None,2
BEN-02883,21,Female,Maharashtra,Mumbai,Skill Development,2021-01-21,Completed,73.37,193,19500.0,17971.88,5,,No,0.0,None,1
BEN-02884,32,Female,Karnataka,Bangalore,Education,2025-07-10,Completed,74.97,88,8100.0,7718.87,4,3.0,No,900.0,Individual,5
BEN-02885,15,Female,Maharashtra,Pune,Digital Literacy,2021-10-10,Completed,80.16,55,10900.0,10235.6,8,4.0,No,0.0,None,5
BEN-02886,23,Female,Uttar Pradesh,Lucknow,Health Awareness,2025-09-05,Completed,81.62,12,1900.0,1335.62,3,4.0,No,2100.0,Corporate,4
BEN-02887,22,Male,Delhi,South Delhi,Health Awareness,2025-11-02,Ongoing,70.24,12,2000.0,1866.1,2,,No,0.0,None,0
BEN-02888,41,Male,Uttar Pradesh,Lucknow,Education,2025-12-19,Ongoing,67.09,92,9500.0,7966.38,2,,No,0.0,None,7
BEN-02889,24,Male,Karnataka,Mysore,Women Empowerment,2025-05-17,Dropped Out,77.28,119,21500.0,18079.21,9,3.0,No,21500.0,Government,2
BEN-02890,31,Male,Uttar Pradesh,Noida,Skill Development,2022-04-13,Completed,61.04,164,21900.0,15453.53,6,4.0,No,20600.0,Corporate,1
BEN-02891,29,Female,Uttar Pradesh,Lucknow,Digital Literacy,2025-01-02,Dropped Out,82.55,63,11500.0,11898.94,10,1.0,No,11500.0,Government,2
BEN-02892,15,Female,Karnataka,Bangalore,Health Awareness,2022-09-09,Completed,61.07,14,1900.0,1910.98,8,4.0,No,1600.0,Corporate,5
BEN-02893,35,Female,West Bengal,Kolkata,Women Empowerment,2025-09-01,Completed,91.32,128,19400.0,19907.55,5,4.0,No,0.0,None,3
BEN-02894,30,Female,Maharashtra,Nagpur,Digital Literacy,2023-05-01,Completed,62.63,55,8400.0,7360.31,10,3.0,No,8400.0,Government,4
BEN-02895,33,Female,Karnataka,Bangalore,Education,2023-05-20,Completed,92.0,71,9700.0,8408.47,10,5.0,No,10100.0,Corporate,4
BEN-02896,65,Female,Uttar Pradesh,Noida,Education,2025-09-26,Completed,61.54,72,6200.0,5221.33,6,4.0,No,6200.0,Government,5
BEN-02897,15,Female,Karnataka,Mysore,Women Empowerment,2021-02-27,Completed,77.45,144,23300.0,21560.13,2,3.0,No,2000.0,Individual,1
BEN-02898,45,Female,Delhi,South Delhi,Education,2022-08-18,Completed,74.07,77,6400.0,5812.18,3,4.0,No,1300.0,Individual,3
BEN-02899,25,Male,Uttar Pradesh,Varanasi,Education,2023-11-05,Completed,69.89,74,8100.0,7516.88,7,3.0,No,0.0,None,2
BEN-02900,30,Female,Uttar Pradesh,Noida,Health Awareness,2024-12-26,Completed,97.75,11,2100.0,1658.31,4,4.0,No,2400.0,Individual,4
BEN-02901,27,Female,Uttar Pradesh,Varanasi,Skill Development,2024-10-14,Dropped Out,62.49,193,28700.0,25483.12,3,2.0,No,27700.0,Corporate,2
BEN-02902,23,Female,Maharashtra,Mumbai,Women Empowerment,2024-11-14,Completed,76.58,138,21100.0,18656.06,3,4.0,No,21100.0,Government,5
BEN-02903,22,Male,Uttar Pradesh,Varanasi,Digital Literacy,2025-08-12,Completed,61.7,53,10300.0,8332.21,3,4.0,No,0.0,None,4
BEN-02904,31,Female,Delhi,New Delhi,Skill Development,2022-02-17,Completed,67.96,223,18300.0,15833.5,5,4.0,No,0.0,None,2
BEN-02905,15,Female,West Bengal,Kolkata,Education,2024-04-14,Completed,91.51,80,7500.0,5939.99,4,4.0,No,0.0,None,3
BEN-02906,35,Male,Uttar Pradesh,Varanasi,Education,2025-01-28,Completed,94.15,89,10000.0,9133.28,9,4.0,No,0.0,None,4
BEN-02907,23,Male,Maharashtra,Pune,Education,2024-09-28,Dropped Out,48.19,92,7800.0,6869.64,5,1.0,No,0.0,None,1
BEN-02908,16,Male,Maharashtra,Pune,Education,2023-12-19,Completed,95.87,80,10000.0,8027.66,5,5.0,No,0.0,None,4
BEN-02909,23,Female,West Bengal,Kolkata,Education,2021-03-15,Dropped Out,55.84,77,5400.0,4812.65,9,1.0,No,0.0,None,2
BEN-02910,40,Female,Maharashtra,Pune,Skill Development,2021-08-20,Completed,61.11,201,16600.0,17418.24,5,3.0,No,0.0,None,1
BEN-02911,22,Female,Maharashtra,Nagpur,Skill Development,2022-02-11,Completed,71.51,198,26500.0,29311.77,1,4.0,No,26500.0,Government,2
BEN-02912,31,Male,Maharashtra,Nagpur,Health Awareness,2023-06-20,Completed,71.94,10,2200.0,1811.19,9,3.0,No,0.0,None,1
